ADDRESS,YEAR BUILT, SALE PRICE 
"3138A EMMONS AVENUE, 2",2007,"19,122,464"
"3138 EMMONS AVENUE, 3",2007,"19,122,464"
"3136A EMMONS AVENUE, 2",2007,"19,122,464"
"3136 EMMONS AVENUE, 3",2007,"19,122,464"
"3132 EMMONS AVENUE, 2",2007,"19,122,464"
"3130 EMMONS AVENUE, 2",2007,"19,122,464"
"3128 EMMONS AVENUE, 3",2007,"19,122,464"
"2908 EMMONS AVENUE, 2936B",2009,"820,000"
N/A EAST 13TH STREET,,0
2729 EAST 11TH STREET,,0
3547 SHORE PARKWAY,,"25,100"
2164 EAST 12TH STREET,1950,0
2725 EAST 11TH STREET,,0
2365 EAST 22ND STREET,1927,0
2363 EAST 22ND ST,1927,0
2468 EAST 11TH STREET,1930,0
2431 EAST 12TH STREET,1930,0
2431 EAST 12TH STREET,1930,0
"2431 EAST 12TH STREET, 4",1930,0
2514 EAST 12TH STREET,1925,0
"2738 EAST 19TH STREET, A7",1931,"185,000"
"2738 EAST 19TH STREET, C5",1931,"175,000"
"2195 EAST 22ND STREET, 1G",1942,"225,000"
"2195 EAST 22ND STREET, 1K",1942,0
"2195 EAST 22ND STREET, 3C",1942,"352,000"
"2195 EAST 22ND STREET, 3H",1942,0
"2195 EAST 22ND STREET, 4F",1942,0
"2170 BRIGHAM STREET, 1K",1952,"240,000"
"2170 BRIGHAM STREET, 2J",1952,"179,000"
"2170 BRIGHAM STREET, 3J",1952,"155,000"
"2171 BRAGG STREET, 3F",1952,"250,000"
"2190 BRIGHAM STREET, 2H",1952,"167,500"
"2140 KNAPP STREET, 1G",1952,"228,000"
"2140 KNAPP STREET, 2A",1952,"190,000"
"2140 KNAPP STREET, 5F",1952,"250,000"
"2165 BRIGHAM STREET, 6A",1952,"189,000"
"2165 BRIGHAM, 1D",1952,0
"3105 AVENUE V, 2H",1952,"150,000"
"3105 AVENUE V, 3H",1952,"185,000"
"2277 HOMECREST AVENUE, 7B",1962,"280,000"
"2277 HOMECREST AVENUE, 7E",1962,"325,000"
"2678 OCEAN AVENUE, 1C",1963,"219,000"
"2678 OCEAN AVENUE, 3C",1963,"220,000"
"2678 OCEAN AVENUE, 5G",1963,0
"2678 OCEAN AVENUE, 5J",1963,0
"2020 AVENUE V, 2B",1961,"335,000"
"2675 OCEAN AVENUE, 3F",1954,"260,000"
"2675 OCEAN AVENUE, 4J",1954,"205,000"
"2211 BRAGG STREET, 1F",1953,"210,000"
"2211 BRAGG STREET, 1H",1953,"180,000"
"2212 BRIGHAM STREET, 1E",1953,"180,000"
"2212 BRIGHAM STREET, 4K",1953,"190,000"
"2212 BRIGHAM STREET, 5C",1953,"215,000"
"2232 BRIGHAM STREET, 2K",1953,"269,000"
"2232 BRIGHAM STREET, 4D",1953,"220,000"
"2285 BRAGG STREET, 1E",1953,"190,000"
"2285 BRAGG STREET, 2A",1953,"135,000"
"2285 BRAGG STREET, 2F",1953,0
"2285 BRAGG STREET, 2H",1953,0
"2285 BRAGG STREET, 5C",1953,"210,000"
"2285 BRAGG STREET, 6E",1953,"189,000"
"2285 BRAGG STREET, 6F",1953,"307,000"
"1075 SHEEPSHEAD BAY RD, 2V",1963,"340,000"
"1075 SHEEPSHEAD BAY ROAD, 2-B",1963,"320,000"
"1075 SHEEPSHEAD BAY ROAD, 3M",1963,"265,000"
"1075 SHEEPSHEAD BAY ROAD, 6B",1963,"340,000"
"1200 GRAVESEND NECK ROAD, 6F",1963,0
"2299 EAST 13 STREET, 4A",1960,"225,000"
"2299 EAST 13TH STREET, 1G",1960,0
"2299 EAST 13TH STREET, 1K",1960,0
"2299 EAST 13TH STREET, 5H",1960,0
"2711 AVENUE X, 1D",1961,"242,000"
"2711 AVENUE X, 3A",1961,"232,000"
"2430 HARING STREET, 2C",1952,"369,000"
"2430 HARING STREET, 3A",1952,"270,000"
"2430 HARING STREET, 3D",1952,"220,000"
"2450 HARING STREET, 2F",1952,0
"2939 AVENUE Y, 5G",1960,"200,000"
"2427 EAST 29TH STREET, 1B",1955,"185,000"
"2427 EAST 29TH STREET, 1E",1955,0
"2427 EAST 29TH STREET, 2F",1955,"240,000"
"2427 EAST 29TH STREET, 2G",1955,"260,000"
"2427 EAST 29TH STREET, 4H",1955,"269,000"
"2427 EAST 29TH STREET, 4P",1955,"220,000"
"2427 EAST 29TH STREET, 6E",1955,"265,000"
"2461 EAST 29 STREET, 3M",1955,"340,000"
"2461 EAST 29TH STREET, 3A",1955,"295,000"
"2461 EAST 29TH STREET, 3K",1955,0
"2461 EAST 29TH STREET, 4H",1955,"285,000"
"2461 EAST 29TH STREET, 6C",1955,"162,000"
"2461 EAST 29TH STREET, 6H",1955,"205,000"
"2461 EAST 29TH STREET, 6N",1955,"265,000"
"2435 HARING STREET, 5E",1953,0
"2435 HARING STREET, 5G",1953,"270,000"
"2435 HARING STREET, 6G",1953,0
"2455 HARING STREET, 1A",1953,"250,000"
"2455 HARING STREET, 1E",1953,"153,000"
"2455 HARING STREET, 3D",1953,"240,000"
"2455 HARING STREET, 6J",1953,0
"2465 HARING ST, 2C",1953,"250,000"
"2465 HARING ST, 6C",1953,"275,000"
"2465 HARING STREET, 3A",1953,0
"2535 HARING STREET, 5D",1953,"250,000"
"2546 EAST 13 STREET, F13",1960,"410,000"
"2546 EAST 13TH STREET, C9",1960,"422,990"
"2546 EAST 13TH STREET, D18",1960,0
"2546 EAST 13TH STREET, E15",1960,"461,470"
"1237 AVE Z, 6C",1958,0
"1237 AVENUE Z, 2-U",1958,"395,000"
"1237 AVENUE Z, 3W",1958,"340,000"
"1237 AVENUE Z, 5E",1958,"310,000"
"1213 AVENUE Z, A29",1960,0
"1213 AVENUE Z, F20",1960,0
"2555 EAST 12TH STREET, 6A",1963,"329,500"
"2940 OCEAN AVE, A16",1930,0
"2940 OCEAN AVENUE, B10",1930,"175,000"
"2940 OCEAN AVENUE, B7",1930,"230,000"
"2940 OCEAN AVENUE, C4",1930,0
"2950 OCEAN AVENUE, B5",1930,"240,000"
"2950 OCEAN AVENUE, D3",1930,"260,000"
"2600 EAST 21 STREET, 2D",1959,"225,000"
"2600 EAST 21ST STREET, 6H",1959,0
"2909 OCEAN AVE, 5H",1957,"221,000"
"2909 OCEAN AVENUE, 1C",1957,"232,000"
"2909 OCEAN AVENUE, 6F",1957,"215,000"
"3021 AVENUE Z, 1A",1956,"235,000"
"3021 AVENUE Z, 2A",1956,"280,000"
"3021 AVENUE Z, 2E",1956,0
"3021 AVENUE Z, 5D",1956,"315,000"
"2555 BATCHELDER STREET, 5D",1956,"335,000"
"2555 BATCHELDER STREET, 6L",1956,"260,000"
"2555 BATCHELDER, 4A",1956,"250,000"
"2626 HOMECREST AVE, 4D",1958,0
"2626 HOMECREST AVENUE, 4S",1958,"280,000"
"2626 HOMECREST AVENUE, 5K",1958,0
"2626 HOMECREST AVENUE, 6C",1958,"279,000"
"2626 HOMECREST AVENUE, 6X",1958,"285,948"
"2620 EAST 13TH STREET, 1C",1952,0
"2620 EAST 13TH STREET, 5E",1952,"353,000"
"2645 HOMECREST AVE, 1B",1952,"225,000"
"2645 HOMECREST AVENUE, 3B",1952,"270,000"
"2645 HOMECREST AVENUE, 6F",1952,"285,000"
"2650 EAST 13TH STREET, 2C",1952,0
"2650 EAST 13TH STREET, 4E",1952,"295,000"
"2665 HOMECREST AVENUE, 1H",1962,0
"2665 HOMECREST AVENUE, 2F",1962,0
"2665 HOMECREST AVENUE, 2K",1962,"283,963"
"2665 HOMECREST AVENUE, 2T",1962,0
"2665 HOMECREST AVENUE, 3A 3B",1962,"590,000"
"2665 HOMECREST AVENUE, 3F",1962,0
"2665 HOMECREST AVENUE, 3H",1962,"212,500"
"2665 HOMECREST AVENUE, 4B",1962,0
"2665 HOMECREST AVENUE, 5I",1962,"290,514"
"2665 HOMECREST AVENUE, 6H",1962,0
"2680 E 19 ST, 5R",1957,0
"2680 E 19TH, 6R",1957,"195,000"
"2680 EAST 19 STREET, 4D",1957,"345,000"
"2680 EAST 19 STREET, K6",1957,0
"2680 EAST 19, 2K",1957,"400,000"
"2680 EAST 19TH STREET, 1G",1957,"270,000"
"2680 EAST 19TH STREET, 1H",1957,"177,700"
"2680 EAST 19TH STREET, 1N",1957,"335,000"
"2680 EAST 19TH STREET, 2B",1957,"200,000"
"2680 EAST 19TH STREET, 6J",1957,0
"2680 EAST 19TH STREET, LE",1957,0
"3060 OCEAN AVE, 1N",1956,"190,000"
"3060 OCEAN AVE, 2X",1956,"250,000"
"3060 OCEAN AVE, 3G",1956,"380,000"
"3060 OCEAN AVENUE, 1C",1956,"215,000"
"3060 OCEAN AVENUE, 4A",1956,"555,000"
"3060 OCEAN AVENUE, 4S",1956,0
"3060 OCEAN AVENUE, 5E",1956,"315,000"
"3060 OCEAN AVENUE, 5U",1956,"312,000"
"3060 OCEAN AVENUE, 6S",1956,"440,000"
"3025 OCEAN AVE, 3D",1954,0
"3901 NOSTRAND AVE, 5R",1961,0
"3901 NOSTRAND AVE, 6T",1961,"220,000"
"3901 NOSTRAND AVE, LL5",1961,"275,000"
"3901 NOSTRAND AVENUE, 2B",1961,"205,000"
"3901 NOSTRAND AVENUE, 6E",1961,"260,000"
"3901 NOSTRAND AVENUE, 6G",1961,0
"3901-3903 NOSTRAND AVENUE, L1E",1961,"258,000"
"50 SHORE BOULEVARD, 2A",1957,0
"50 SHORE BOULEVARD, 2G",1957,"185,000"
"50 SHORE BOULEVARD, 5B",1957,"190,000"
"3311 SHORE PARKWAY, 6B",1961,"212,000"
"3311 SHORE PARKWAY, 6C",1961,"419,000"
"3311 SHORE PKWY, 4K",1961,0
"1625 EMMONS AVE, 2W",1962,"425,000"
"1625 EMMONS AVENUE, 4M",1962,"260,000"
"2330 VOORHIES AVE, 2M",1962,"420,000"
"2330 VOORHIES AVE, 5O",1962,"285,000"
"2330 VOORHIES AVENUE, 3F",1962,"319,410"
"2330 VOORHIES AVENUE, 3O",1962,"365,000"
"2330 VOORHIES AVENUE, 5G",1962,"325,000"
"2717 EAST 28 STREET, 3F",1955,"280,000"
"2717 EAST 28 STREET, 5K",1955,0
"2717 EAST 28TH STREET, 4J",1955,"336,000"
"2717 EAST 28TH STREET, 6E",1955,"200,000"
"2719 E 28TH ST, 5D",1955,"297,000"
"2719 EAST 28TH STREET, 2J",1955,"229,000"
"2741 EAST 28 STREET, 4J",1955,"300,000"
"2741 EAST 28TH STREET, 5A",1955,0
"2741 EAST 28TH, 6H",1955,0
"3655 SHORE PARKWAY, 6E",1955,0
"2800 COYLE STREET, 306",1961,0
"2800 COYLE STREET, 318",1961,"295,000"
"2800 COYLE STREET, 707",1961,"325,000"
"3845 SHORE PARKWAY, 4M",1965,0
"3845 SHORE PARKWAY, LC",1965,"180,000"
"3855 SHORE PARKWAY, 1B",1965,"385,000"
"3855 SHORE PARKWAY, 2J",1965,"410,000"
"3855 SHORE PARKWAY, 4G",1965,"238,000"
"3080 VOORHIES AVENUE, 1H",1966,"195,000"
"3080 VOORHIES AVENUE, 1J",1966,0
"3080 VOORHIES AVENUE, 4L",1966,0
"3080 VOORHIES AVENUE, 6H",1966,0
"3090 VOORHIES AVENUE, 5F",1966,"280,000"
"3225 EMMONS AVENUE, 324",1960,"400,000"
"3235 EMMONS AVE, 108",1960,"247,500"
"3235 EMMONS AVE, 401",1960,"245,000"
"3235 EMMONS AVENUE, 105",1960,"294,060"
"3235 EMMONS AVENUE, 208",1960,"340,000"
"3235 EMMONS AVENUE, 215",1960,"181,000"
"3235 EMMONS AVENUE, 308",1960,"355,000"
"3235 EMMONS AVENUE, 420",1960,"340,000"
"2135 HOMECREST AVENUE, 1C",2015,"354,900"
"2135 HOMECREST AVENUE, 1D",2015,"330,564"
"2135 HOMECREST AVENUE, 2A",2015,"354,900"
"2135 HOMECREST AVENUE, 3B",2015,"375,180"
"2276 HOMECREST AVENUE, 4C",1947,"235,000"
"4641 BEDFORD AVE, 1B",1976,0
"2800 EAST 29TH STREET, 203",2004,10
"2126 HOMECREST AVENUE, 3F",,"410,000"
"2736 OCEAN AVE, 5C",,"655,000"
"2752 OCEAN AVENUE, 6D",2004,"730,000"
"2758 OCEAN AVENUE, 1B",2016,0
"2758 OCEAN AVENUE, 4B",2016,0
"2781A OCEAN AVENUE, 1B",,"450,000"
"2781A OCEAN AVENUE, 6J",,"399,000"
"2781A OCEAN AVENUE, 6K",,"440,000"
"2011 AVENUE X, 4B",2007,"475,000"
"2575 EAST 14TH STREET, 2A",2004,0
"2900 OCEAN AVENUE, 2X",,0
"2548 EAST 27TH STREET, 3",1920,"435,000"
"1501 VOORHIES AVENUE, 20G",2016,0
"1501 VOORHIES AVENUE, 23C",2016,"977,520"
"1501 VOORHIES AVENUE, 23D",2016,0
"1501 VOORHIES AVENUE, PH28B",2016,"1,340,000"
"1501 VOORHIES AVENUE, PH30B",2016,"2,439,600"
"2615 EAST 17TH STREET, 3F",2006,0
"2654 EAST 18TH STREET, 2C",2021,"475,000"
"2654 EAST 18TH STREET, 3A",2021,"712,775"
"2654 EAST 18TH STREET, 3C",2021,"480,000"
"2654 EAST 18TH STREET, 4B",2021,"814,600"
"2654 EAST 18TH STREET, 4C",2021,"500,000"
"2654 EAST 18TH STREET, 5A",2021,"750,000"
"2654 EAST 18TH STREET, 5B",2021,"840,056"
"2654 EAST 18TH STREET, 5C",2021,"520,000"
"3041 OCEAN AVE, 3C",2015,"1,312,500"
"3041 OCEAN AVE, 4C",2015,"1,180,000"
"3368 SHORE PARKWAY, 6A",2004,0
"1809 EMMONS AVENUE, 4C",2016,"1,255,000"
"1809 EMMONS AVENUE, 4J",2016,"655,000"
"1809 EMMONS AVE, 5H",2016,"1,550,000"
"1809 EMMONS AVENUE, PH7",2016,0
"4050 NOSTRAND AVENUE, 1B",,"388,000"
"3165 EMMONS AVENUE, 1B",,0
"3411 GUIDER AVE, 3",2004,"715,000"
"3435 GUIDER AVENUE, 2A",2013,"835,000"
"3392 GUIDER AVENUE, 8",2003,0
"3392 GUIDER AVENUE, 9",2003,0
"2801 EAST 11TH STREET, 7A",2005,"780,000"
2404 EAST 22ND STREET,1930,0
2701 AVENUE Z,1930,0
"2744 EAST 23RD STREET, C",2008,0
"2744 EAST 23RD STREET, E",2008,0
"3429 GUIDER AVENUE, 601",,0
"3429 GUIDER AVENUE, 701",,0
"3429 GUIDER AVENUE, PS3",2004,0
"2475 EAST 11 STREET, 1A",1959,"345,000"
"2475 EAST 11TH STREET, 3C",1959,"520,000"
2986 AVENUE U,1984,0
2021 AVENUE X,1983,"9,190,000"
2747 CONEY ISLAND AVENUE,1927,"1,750,000"
2470 EAST 16TH STREET,1983,"1,750,000"
2565 EAST 17TH STREET,2007,"2,700,000"
1720 AVENUE Z,1927,0
2467-2469 CONEY ISLAND AVENUE,1955,"2,450,000"
2653 CONEY ISLAND AVE,1999,"2,800,000"
2461 EAST 17TH STREET,1930,0
2769 CONEY ISLAND AVENUE,1920,"4,300,000"
2965 OCEAN AVENUE,1930,0
1618 SHEEPSHEAD BAY ROAD,1927,"3,100,000"
1515 SHEEPSHEAD BAY ROAD,1952,0
1721 SHEEPSHEAD BAY ROAD,1927,0
1717 SHEEPSHEAD BAY ROAD,1927,0
3035 EMMONS AVENUE,1998,"1,000,000"
"3144 EMMONS AVENUE, MARIN",2007,"19,122,464"
N/A EAST 17TH STREET,,0
2460 EAST 17TH STREET,1925,"2,375,000"
N/A EAST 16TH STREET,,"2,375,000"
2619 EAST 16TH STREET,1925,"1,218,500"
2348 EAST 15TH STREET,1930,"910,000"
"3697 SHORE PARKWAY, R-9",1985,"87,500"
"3707 SHORE PARKWAY, R-10",1985,"87,500"
"3711 SHORE PARKWAY, R-11",1985,"87,500"
"3715 SHORE PARKWAY, R-12",1985,"87,500"
"2736 OCEAN AVE, P3",,"655,000"
"2752 OCEAN AVENUE, G1",2004,"730,000"
"2758 OCEAN AVENUE, P9",2016,0
"2011 AVENUE X, P3",2007,"475,000"
"2548 EAST 27TH STREET, PS4",1920,"435,000"
"3041 OCEAN AVENUE, PS34",2015,"1,180,000"
"3041 OCEAN AVENUE, PS49",2015,"1,312,500"
"3041 OCEAN AVENUE, PS50",2015,"1,312,500"
"2685 EAST 22ND STREET, P8",2015,0
"4668 BEDFORD AVENUE, 9",1999,"580,000"
"2517 VOORHIES AVENUE, PS4",2016,"463,000"
"2517 VOORHIES AVENUE, PS7",2016,"450,000"
"2517 VOORHIES AVENUE, PS8",2016,"711,757"
"1809 EMMONS AVENUE, PS29",2016,0
"1809 EMMONS AVENUE, PS36",2016,"1,255,000"
"1809 EMMONS AVE, PS71",2016,"1,550,000"
"1809 EMMONS AVE, PS72",2016,"1,550,000"
"2800 EAST 29TH STREET, IP3",2004,10
"3814 SHORE PARKWAY, P5",2006,"580,000"
"3814 SHORE PARKWAY, P6",2006,"580,000"
"3165 EMMONS AVENUE, P20",,0
"3411 GUIDER AVE, P1",2004,"715,000"
"3435 GUIDER AVENUE, P9",2013,"835,000"
"2801 EAST 11TH STREET, P9",2005,"780,000"
"3144 EMMONS AVENUE, 4",2007,"19,122,464"
"3144 EMMONS AVENUE, 5",2007,"19,122,464"
"3144 EMMONS AVENUE, 8",2007,"19,122,464"
"3144 EMMONS AVENUE, 12",2007,"19,122,464"
"3144 EMMONS AVENUE, 13",2007,"19,122,464"
"3144 EMMONS AVENUE, 15",2007,"19,122,464"
"3144 EMMONS AVENUE, 16",2007,"19,122,464"
"3144 EMMONS AVENUE, 17",2007,"19,122,464"
"3144 EMMONS AVENUE, 18",2007,"19,122,464"
"3144 EMMONS AVENUE, 19",2007,"19,122,464"
"3144 EMMONS AVENUE, 20",2007,"19,122,464"
"3144 EMMONS AVENUE, 22",2007,"19,122,464"
"3144 EMMONS AVENUE, 24",2007,"19,122,464"
"3144 EMMONS AVENUE, 25",2007,"19,122,464"
"3144 EMMONS AVENUE, 26",2007,"19,122,464"
"3144 EMMONS AVENUE, 27",2007,"19,122,464"
"3144 EMMONS AVENUE, 28",2007,"19,122,464"
"3144 EMMONS AVENUE, 31",2007,"19,122,464"
"3144 EMMONS AVENUE, 32",2007,"19,122,464"
"3144 EMMONS AVENUE, 33",2007,"19,122,464"
"3144 EMMONS AVENUE, 35",2007,"19,122,464"
"3144 EMMONS AVENUE, 36",2007,"19,122,464"
"3144 EMMONS AVENUE, 37",2007,"19,122,464"
"3144 EMMONS AVENUE, 39",2007,"19,122,464"
"3144 EMMONS AVENUE, 42",2007,"19,122,464"
"3144 EMMONS AVENUE, 45",2007,"19,122,464"
"3144 EMMONS AVENUE, 46",2007,"19,122,464"
"3144 EMMONS AVENUE, 47",2007,"19,122,464"
"3144 EMMONS AVENUE, 48",2007,"19,122,464"
"3144 EMMONS AVENUE, 49",2007,"19,122,464"
"3144 EMMONS AVENUE, 50",2007,"19,122,464"
"3144 EMMONS AVENUE, 51",2007,"19,122,464"
"3144 EMMONS AVENUE, 52",2007,"19,122,464"
"3144 EMMONS AVENUE, 53",2007,"19,122,464"
"3144 EMMONS AVENUE, 54",2007,0
"3144 EMMONS AVENUE, 55",2007,"19,122,464"
"3144 EMMONS AVENUE, 56",2007,"19,122,464"
"3144 EMMONS AVENUE, 58",2007,"19,122,464"
"3144 EMMONS AVENUE, 59",2007,"19,122,464"
"3144 EMMONS AVENUE, 60",2007,"19,122,464"
"3144 EMMONS AVENUE, 61",2007,0
"3144 EMMONS AVENUE, 63",2007,"19,122,464"
"3144 EMMONS AVENUE, 64",2007,"19,122,464"
"3144 EMMONS AVENUE, 65",2007,"19,122,464"
"3144 EMMONS AVENUE, 71",2007,"19,122,464"
"2908 EMMONS AVENUE, P1",2009,"820,000"
"2908 EMMONS AVENUE, ST7",2009,"820,000"
12482 FLATLANDS AVENUE,2008,"499,000"
1082 ESSEX STREET,2008,10
706 EGAN STREET,2016,0
1125 ESSEX STREET,2009,"535,000"
608 EGAN STREET,2009,0
633 VANDALIA AVE,2009,0
1144 BERRIMAN STREET,2009,"855,000"
541 VANDALIA AVENUE,2008,0
339 GATEWAY DRIVE,2001,0
351 GATEWAY DRIVE,2001,0
369 GATEWAY DRIVE,2001,0
381 GATEWAY DRIVE,2001,0
409 GATEWAY DRIVE,2001,0
459 GATEWAY DRIVE,2001,0
395 GATEWAY DRIVE,2002,0
505 GATEWAY DRIVE,2001,0
455 GATEWAY DRIVE,2001,0
355 GATEWAY DRIVE,2002,0
457 GATEWAY DRIVE,,0
176 18TH STREET,1910,"1,150,000"
188 32ND STREET,1987,0
195 33RD STREET,1930,10
727 51ST STREET,1940,"880,000"
426 52ND STREET,1920,0
462 53RD STREET,1899,"1,090,000"
533 54TH STREET,1910,"920,000"
712 54TH STREET,1930,0
723 55TH STREET,1930,0
404 55TH STREET,1899,"2,067,778"
5811 4TH AVENUE,1994,0
711 6TH AVENUE,1930,"2,535,000"
316 21ST STREET,1940,"3,000,000"
325 23RD STREET,2005,"2,350,000"
322 23RD STREET,2005,"2,475,000"
217 19TH STREET,1910,"975,000"
215 19TH STREET,1910,0
219A 20TH STREET,1910,0
694A 5 AVENUE,1930,0
205 22ND STREET,1910,0
156 22ND STREET,1899,"1,225,000"
714 5TH AVENUE,1930,"1,485,000"
195 24TH STREET,1910,"1,700,000"
172A 26TH STREET,1910,"999,000"
210 29TH STREET,1910,0
132 30TH STREET,1910,"900,000"
147 31ST STREET,1910,"600,000"
201 31ST ST,1930,0
148 31ST STREET,1910,0
223 33 STREET,1910,0
942 FOURTH AVENUE,1931,0
944 FOURTH AVENUE,1931,0
437 36TH STREET,1899,"1,315,000"
955 4 AVENUE,1910,0
414 36TH STREET,1905,0
470 42ND STREET,1910,0
470 42ND STREET,1910,"1,675,000"
439 43RD STREET,1899,"1,450,000"
437 43RD STREET,1899,"75,000"
417 43RD STREET,1899,0
340 43RD STREET,1910,"893,000"
418 43RD STREET,1901,0
424 43RD STREET,1901,0
426 43RD STREET,1901,0
459 44TH STREET,1910,0
447 44 STREET,1910,"1,000,000"
445 44TH STREET,1910,"961,228"
764 43RD STREET,1920,"1,230,000"
4414 4TH AVENUE,1925,0
357 45TH STREET,1910,"1,263,000"
351 45TH STREET,1910,0
4424 5 AVENUE,1928,"2,200,000"
565 45TH STREET,1905,"1,100,000"
763 45TH STREET,1940,0
721 45TH STREET,1930,"1,460,000"
322 45TH STREET,1901,"1,200,000"
539 46TH STREET,1910,0
654 45TH STREET,1910,"1,400,000"
635 46TH STREET,1910,0
722 45TH STREET,1925,0
737 46TH STREET,1925,"1,500,000"
725 46TH STREET,1905,0
725 46TH STREET,1905,0
424 46TH STREET,1899,0
454 46TH STREET,1899,0
461 47TH STREET,1899,0
4617 FIFTH AVENUE,1928,"1,985,000"
536 46TH STREET,1935,0
562 46TH STREET,1935,0
566 46TH STREET,1935,0
4604 7 AVENUE,1919,"1,800,000"
4618 7 AVENUE,1920,1
4613 7 AVENUE,1920,0
742 46 ST,1925,0
781 47TH STREET,1920,0
354 47TH STREET,1901,0
414 47TH STREET,1899,"1,600,000"
562 47TH STREET,1901,"1,200,000"
4709 6 AVENUE,1910,"1,550,000"
662 47TH STREET,1920,0
661 48TH STREET,1920,0
730 47TH STREET,1930,0
742 47TH STREET,1930,0
727 48TH STREET,1930,"450,000"
558 48TH STREET,1899,"500,000"
622 48TH STREET,1920,0
671 49TH STREET,1910,0
623 49TH STREET,1920,0
659 49TH STREET,1910,"575,000"
760 48TH STREET,1920,0
737 49TH STREET,1910,0
4914 4 AVENUE,1931,"1,450,000"
630 49TH STREET,1930,"1,560,000"
652 49TH STREET,1930,"1,200,000"
654 49TH STREET,1930,0
662 49TH STREET,1930,"1,510,000"
668 49TH STREET,1930,0
450 50TH STREET,1901,"1,930,000"
437 51ST STREET,1901,0
712 50TH STREET,1930,"1,150,000"
748 50TH STREET,1930,"1,300,000"
764 50TH STREET,1935,0
418 51ST STREET,1899,"775,050"
454 51ST STREET,1901,"1,360,000"
472 51 STREET,1901,0
417 52ND STREET,1899,"1,325,000"
5104 6 AVENUE,1905,"1,450,000"
612 51ST STREET,1905,"1,450,000"
724 51ST STREET,1920,0
764 51ST STREET,1920,0
336 52ND STREET,1920,"1,475,000"
540 52ND STREET,1910,"1,500,000"
345 54TH STREET,1901,"35,000"
327 54TH STREET,1901,"900,000"
426 53RD STREET,1910,"900,000"
465 54TH STREET,1899,"1,585,000"
449 54TH STREET,1899,"1,465,000"
437 54 STREET,1899,0
550 53RD STREET,1910,0
630 53RD STREET,1920,"1,500,000"
657 54TH STREET,1920,"1,550,000"
629 54TH STREET,1920,"1,620,000"
763 54TH STREET,1920,"1,280,000"
452 54TH STREET,1901,0
456 54TH STREET,1901,0
435 55 STREET,1901,0
429 55TH STREET,1901,"1,522,500"
533 55TH STREET,1920,0
652 54TH STREET,1920,0
669 55TH STREET,1920,0
621 55TH STREET,1910,0
615 55TH STREET,1910,"1,600,000"
5416 8 AVENUE,1920,0
426 55TH STREET,1901,0
444 55TH STREET,1901,0
646 55TH STREET,1945,0
5518 7TH AVENUE,1945,"2,235,000"
737 56TH STREET,1950,0
453 57TH STREET,1901,"905,000"
556 56TH STREET,1901,0
624 56 STREET,1901,0
347 58TH STREET,1925,"900,000"
325 58TH STREET,1925,"1,250,000"
423 58TH STREET,1910,0
614 57TH STREET,1910,"1,510,000"
641 58TH STREET,1915,0
617 58TH STREET,1915,"910,000"
5701 7TH AVENUE,1910,0
716 57TH STREET,2013,"1,500,000"
752 57TH STREET,1910,0
5706 8TH AVENUE,1931,0
5706 8TH AVENUE,1931,0
5816 4TH AVENUE,1899,0
5810 6TH AVENUE,1930,0
553 59TH STREET,1899,0
654 58TH STREET,1935,0
768 58TH STREET,1920,0
5812 8 AVENUE,1931,"3,200,000"
5816 8TH AVE,1931,0
418 59TH STREET,1915,0
434 59TH ST,1915,"1,420,000"
670 59TH STREET,1910,"1,610,000"
639 60TH STREET,1910,0
631 60TH STREET,1910,0
621 60TH STREET,1910,0
278 17TH STREET,1920,"2,900,000"
291 18TH STREET,1920,"900,000"
649 6TH AVE,1910,0
649 6TH AVENUE,1910,"765,361"
268 19TH ST,1910,0
339 20TH STREET,1910,"2,400,000"
687 5 AVENUE,1931,0
327 21 STREET,1905,"2,625,000"
267 22ND STREET,1930,0
265 22ND STREET,1930,0
601 7TH AVENUE,1930,0
313A 22ND STREET,1940,"1,325,000"
717 5 AVENUE,1910,0
711A 5 AVENUE,1899,0
282 22ND STREET,1901,"1,700,000"
312 22ND STREET,1901,"2,675,000"
641 40TH STREET,1910,0
713 41ST STREET,1915,"1,140,000"
748 41ST STREET,1905,"3,100,000"
751 43RD STREET,1925,"1,270,000"
749 43RD STREET,1925,0
555 61ST STREET,1925,0
653 61 STREET,1925,0
627 61ST STREET,1910,"1,270,000"
6011 7TH AVENUE,1925,0
6009 7TH AVENUE,1925,0
6108 FIFTH AVENUE,1925,0
471 62ND STREET,1899,0
451 62ND STREET,1899,0
451 62ND STREET,1899,"1,450,000"
640 61ST STREET,1915,0
666 61ST STREET,1915,0
466 62ND STREET,1915,0
472 62ND STREET,1915,"1,450,000"
473 63RD STREET,1925,0
518 62ND STREET,1901,"1,280,000"
544 62ND STREET,1901,0
548 62ND STREET,1901,0
438 63RD STREET,1901,0
438 63RD STREET,1901,0
6302 5 AVENUE,1931,"1,500,000"
211 19TH STREET,1910,"1,300,000"
136 20TH STREET,1910,"1,500,000"
160 20TH STREET,1910,"1,270,000"
226 20TH STREET,1910,0
200 22ND STREET,1910,"1,415,000"
216A 22ND ST,1925,0
189 32ND STREET,1910,"1,450,000"
182 33RD STREET,1920,0
212 33RD STREET,1910,"250,000"
216A 33 STREET,1910,"1,225,000"
427 36TH STREET,1920,"1,275,000"
413 40 STREET,1910,"1,657,000"
437 41ST STREET,1899,0
