ADDRESS,YEAR BUILT, SALE PRICE 
8902 3RD AVENUE,1923,"1,900,000"
630 88 STREET,1930,0
673 90TH STREET,1965,0
326 90TH STREET,1925,0
342 90TH STREET,1925,0
419 91ST STREET,1925,0
9111 COLONIAL ROAD,1925,0
111 92ND STREET,1901,0
228 91ST STREET,1925,0
244 91ST STREET,1925,"1,460,000"
271 92ND STREET,1925,"995,000"
131 GELSTON AVENUE,1899,0
9002 FORT HAMILTON PKWY,1915,"1,400,000"
148 BATTERY AVENUE,1965,"1,025,000"
629 92ND STREET,1935,0
138 BATTERY AVENUE,1940,"1,192,000"
667 92ND STREET,1950,0
40 92ND STREET,1980,0
123 93RD STREET,1925,0
121 93RD STREET,1925,"962,500"
121 93RD STREET,1925,"975,000"
178 GELSTON AVENUE,1930,"1,250,000"
188 GELSTON AVENUE,1925,"1,300,000"
205 GELSTON AVENUE,1899,0
334 94TH STREET,1925,0
9513 3 AVENUE,1929,"1,425,000"
9427 5 AVENUE,1928,0
423 99TH STREET,1901,"1,350,000"
443 100TH STREET,1925,0
9215 FORT HAMILTON PARKWAY,1929,0
229 DAHLGREN PLACE,1930,0
196 BATTERY AVENUE,1930,"1,020,000"
211 DAHLGREN PLACE,1930,"900,000"
860 68TH STREET,1940,"1,670,000"
222 WAKEMAN PLACE,1915,0
111 SENATOR STREET,1920,0
111 SENATOR STREET,1920,0
346 SENATOR,1915,0
529 SENATOR STREET,1920,0
728 67TH STREET,1930,0
414 BAY RIDGE AVENUE,1915,"1,220,000"
7001 SHORE ROAD,1925,"2,100,000"
219 71ST STREET,1910,0
7102 NARROWS AVENUE,1925,"1,600,000"
431 72ND STREET,1905,0
60 73RD STREET,1925,"1,610,000"
436 73RD STREET,1910,"315,000"
241 BAY RIDGE PARKWAY,1930,0
652 74TH STREET,1899,"1,150,000"
652 74TH STREET,1899,"1,150,623"
7506 COLONIAL ROAD,1930,"1,650,000"
322 76 STREET,1899,"1,450,000"
273 78TH STREET,1901,"937,500"
339 78TH STREET,1920,"1,250,000"
241 79TH STREET,1920,0
533 80TH STREET,1920,"1,400,000"
517 80TH STREET,1920,"1,710,000"
313 81ST STREET,1910,"1,450,000"
169 84TH STREET,1905,"2,175,000"
521 84TH STREET,1910,"1,500,000"
651 84TH STREET,1925,"1,350,000"
261 86TH STREET,1910,0
261 86TH STREET,1910,0
359 89TH STREET,1999,0
253 91ST STREET,1925,0
172 92ND STREET,1960,0
109 93RD STREET,1950,0
42 94TH STREET,1950,0
80 MARINE AVENUE,1925,0
323 96TH STREET,1930,0
132 97TH STREET,1975,"1,600,000"
193 DAHLGREN PL,1965,0
193 DAHLGREN PLACE,1965,"1,600,000"
628 92ND STREET,1970,0
"219 68TH STREET, 2B",2006,"803,500"
"6902 NARROWS AVENUE, 2C",2002,0
"6902 NARROWS AVENUE, 3F",2002,"736,000"
"34 BAY RIDGE AVENUE, 1A",2002,"585,000"
"228 74TH STREET, 1A",,"673,000"
"324 77 STREET, 2C",,"940,000"
"641 88TH STREET, 3A",,"730,000"
"372 90TH STREET, 2E",2005,0
"350 91 STREET, 208",,0
"346 93RD STREET, 2A",2010,"1,300,000"
"423 95TH STREET, 3C",,"850,000"
"447 95TH STREET, 2C",2001,0
"240 96 STREET, 3A",,0
"240 96TH STREET, 3C",,10
"121 97TH STREET, 1A",,"1,070,000"
"9729 4TH AVENUE, B3",1985,"325,000"
"442 97TH STREET, 3H",,0
"9718 FORT HAMILTON PARKWAY, 2F",,"789,000"
"9718 FT HAMILTON PARKWAY, 3I",,"700,000"
"185 BATTERY AVENUE, 1A",2010,"850,000"
N/A SEDGWICK PLACE,,"1,135,000"
N/A SHORE ROAD,,0
616 BAY RIDGE PARKWAY,,"1,375,000"
205 61ST STREET,1923,"1,400,000"
273 62ND STREET,1914,0
262 67TH STREET,1906,0
272 67TH STREET,1907,"1,900,000"
453 68TH STREET,1918,0
451 68TH STREET,1918,0
421 68TH STREET,1915,0
415 68TH STREET,1915,0
6722 8 AVENUE,1928,0
631 BAY RIDGE AVENUE,1931,"1,780,000"
419 OVINGTON AVENUE,1925,"3,600,000"
7207 5TH AVENUE,1928,"2,100,000"
636 72ND STREET,1931,"1,650,000"
471 78TH STREET,1931,"1,000,000"
272 79TH STREET,1931,0
318 80TH STREET,1931,"1,420,000"
318 81ST ST,1921,0
520 83RD STREET,1923,0
545 85TH STREET,1926,"6,715,000"
8601 3RD AVENUE,1925,0
269 91ST STREET,1926,0
126 GELSTON AVENUE,1928,"1,510,000"
9215 3 AVENUE,1927,0
250 94TH STREET,1925,"1,525,000"
376 95TH STREET,1929,0
244 96TH STREET,1932,"3,600,000"
326 100TH STREET,1928,0
252 74TH STREET,1931,"13,500,000"
"9704 4TH AVE, 5W",1937,"435,000"
"6817 COLONIAL ROAD, 3C",1930,"250,000"
"6802 RIDGE BLVD, 3J",1924,"347,000"
"6802 RIDGE BOULEVARD, 2C",1924,"370,000"
"6802 RIDGE BOULEVARD, 4G",1924,"402,289"
"6925 SHORE ROAD, 3C",1978,"268,000"
"129 BAY RIDGE PARKWAY, 3",1986,"613,000"
"330 89TH STREET, 3F",1986,"200,000"
"332 89TH STREET, 2D",1986,"320,000"
"8940 COLONIAL ROAD, 3",1980,"550,000"
"8942 COLONIAL ROAD, 2F",1975,"350,000"
"9466 RIDGE BLVD., 2",1973,"580,000"
"9468 RIDGE BLVD., 3R",1973,"345,000"
"325 MARINE AVENUE, B11",1926,"350,000"
"10108 4TH AVENUE, 25A",1983,"215,000"
"10116 4TH AVENUE, 21C",1983,"325,000"
"10104 4TH AVENUE, 2B",1926,"405,000"
"310 101ST STREET, 43A",1983,"177,000"
"322 101ST STREET, 38C",1983,"285,000"
"880 68 STREET, 5K",1963,"400,000"
"880 68TH STREET, 1A",1963,0
"880 68TH STREET, 1B",1963,"380,000"
"880 68TH STREET, 1D",1963,"380,000"
"880 68TH STREET, 2K",1963,0
"880 68TH STREET, 3B",1963,"359,014"
"880 68TH STREET, 3E",1963,"331,000"
"880 68TH STREET, 6-C",1963,"280,000"
"880 68TH STREET, 6C",1963,"340,000"
"880 68TH STREET, L2",1963,"306,461"
"880 68TH STREET, L4",1963,"307,300"
"877 BAY RIDGE AVENUE, 1A",1963,"495,000"
"877 BAY RIDGE AVENUE, 5E",1963,"347,500"
"6665 COLONIAL ROAD, 2C",1954,"592,000"
"6665 COLONIAL ROAD, 3C",1954,0
"6665 COLONIAL ROAD, 3F",1954,"470,000"
"6665 COLONIAL ROAD, 4G",1954,"420,000"
"6665 COLONIAL ROAD, 6-F",1954,"436,000"
"6735 RIDGE BOULEVARD, 2T",1928,"465,000"
"760 67 STREET, #4F",1938,"130,000"
"760 67TH STREET, 3J",1938,0
"6801 SHORE ROAD, 2E",1952,"360,000"
"6801 SHORE ROAD, 2T",1952,"350,000"
"6801 SHORE ROAD, 6E",1952,"390,000"
"6801 SHORE ROAD, 6L",1952,"320,000"
"6901 NARROWS AVENUE, 3B",1963,0
"6901 NARROWS AVENUE, 4G",1963,"299,000"
"359 OVINGTON AVENUE, A2",1953,"332,500"
"359 OVINGTON AVENUE, B10",1953,"225,000"
"7002 RIDGE BLVD., A7",1931,"200,000"
"7002 RIDGE BOULEVARD, D1",1931,"305,000"
"7119 SHORE ROAD, 6E",1931,0
"7101 SHORE ROAD, 1A",1931,"205,000"
"7101 SHORE ROAD, 2B",1931,"399,000"
"7101 SHORE ROAD, 4E",1931,"425,000"
"7101 COLONIAL ROAD, L6A",1928,"297,000"
"7101 COLONIAL ROAD, R5D",1928,"353,000"
"138 71ST STREET, E11",1950,"340,000"
"138 71ST STREET, E6",1950,0
"145 72ND STREET, B9",1950,0
"460 OVINGTON AVENUE, 4B",1950,"280,000"
"460 OVINGTON AVENUE, 5B",1950,"310,000"
"7259 SHORE ROAD, 1F",1955,"375,000"
"7259 SHORE ROAD, 2H",1955,"220,000"
"7259 SHORE ROAD, 3A",1955,"220,000"
"7259 SHORE ROAD, 5H",1955,"249,999"
"7259 SHORE ROAD, 6K",1955,"470,000"
"7261 SHORE ROAD, 1-R",1955,"300,000"
"7261 SHORE ROAD, 2N",1955,"390,000"
"7261 SHORE ROAD, 2P",1955,"315,000"
"160 72ND STR, 747",1932,"194,000"
"160 72ND STREET, 714",1932,"165,000"
"160 72ND STREET, 724",1932,"156,750"
"160 72ND STREET, 728",1932,"54,000"
"170 72ND STREET, 548",1932,"280,000"
"180 72ND STREET, 321",1932,"190,000"
"180 72ND STREET, 332",1932,"265,000"
"181 73 STREET, 454",1932,"325,000"
"181 73 STREET, 457",1932,"435,000"
"181 73RD STREET, 412",1932,"200,000"
"190 72ND STREET, 124",1932,"27,000"
"190 72ND STREET, 128",1932,"450,000"
"190 72ND STREET, 129",1932,"258,000"
"191 73 ST, 234",1932,"199,000"
"191 73RD STREET, 203",1932,"175,000"
"191 73RD STREET, 223",1932,"249,000"
"191 73RD STREET, 271",1932,0
"7201 4TH AVENUE, C7",1924,"331,000"
"7201 4TH AVENUE, C8",1924,"445,000"
"7201 4TH AVENUE, D7",1924,"345,000"
"7201 4TH AVENUE, F2",1924,"349,000"
"131 74 STREET, 5M",1957,"331,000"
"131 74TH STREET, 2C",1957,"310,000"
"131 74TH STREET, 2F",1957,"500,000"
"131 74TH STREET, 2M",1957,"367,500"
"7401 SHORE ROAD, 2D",1955,0
"7401 SHORE ROAD, 5L",1955,"190,000"
"7401 SHORE ROAD, 6D",1955,"720,000"
"7423 RIDGE BLVD, 1D",1957,10
"7423 RIDGE BOULEVARD, 5D",1957,"460,000"
"7423 RIDGE BOULEVARD, 6G",1957,"370,000"
"345 BAY RIDGE PARKWAY, 2K",1929,"254,500"
"345 BAY RIDGE PARKWAY, 5K",1929,"230,000"
"7401 4TH AVENUE, B6",1924,"450,000"
"7401 4TH AVENUE, C7",1924,0
"130 BAY RIDGE PARKWAY, 1M",1936,"170,000"
"130 BAY RIDGE PARKWAY, 3A",1936,"240,000"
"7520 RIDGE BLVD, 1A",1956,"325,000"
"7520 RIDGE BLVD, 2A",1956,"345,000"
"7501 RIDGE BLVD, #5L",1927,"120,000"
"7501 RIDGE BLVD, #6D",1927,"150,000"
"402 BAY RIDGE PARKWAY, 4",1925,"231,250"
"402 BAY RIDGE PARKWAY, 40",1925,"210,000"
"402 BAY RIDGE PARKWAY, 48",1925,"215,000"
"402 BAY RIDGE PARKWAY, 55",1925,"212,000"
"402 BAY RIDGE PARKWAY, 64",1925,"225,000"
"7609 4 AVENUE, D11",1927,"315,000"
"7609 4TH AVENUE, D-5",1927,"258,000"
"7609 4TH AVENUE, E10",1927,"335,000"
"243 78TH STREET, 3A",1940,"237,000"
"243 78TH STREET, 4J",1940,"410,670"
"255 79TH STREET, B10",1928,"328,000"
"255 79TH STREET, E7",1928,"315,000"
"7825 4TH AVE, A8",1924,"410,000"
"7825 4TH AVENUE, E9",1924,"669,000"
"601 79 STREET, C11",1940,"295,000"
"601 79TH STREET, A-3",1940,"300,000"
"601 79TH STREET, B15",1940,"330,000"
"601 79TH STREET, D11",1940,"300,000"
"601 79TH STREET, D4",1940,"340,000"
"601 79TH STREET, E10",1940,"332,000"
"601 79TH STREET, F-19",1940,"340,000"
"601 79TH STREET, F-6",1940,"360,000"
"601 79TH STREET, F20",1940,"360,000"
"7901 FOURTH AVENUE, F20",1927,"588,000"
"8020 4TH AVENUE, A5",1934,"338,000"
"8105 4TH AVENUE, 5I",1954,0
"8105 4TH AVENUE, 6E",1954,"230,000"
"680 81 ST, 2J",1931,"250,000"
"8301 RIDGE BLVD, 2F",1963,0
"8301 RIDGE BLVD, 3J",1963,"358,000"
"8301 RIDGE BOULEVARD, 6D",1963,"425,000"
"8502 FORT HAMILTON PARKWAY, 4A",1934,"454,000"
"8701 SHORE ROAD, 120",1932,"388,000"
"8701 SHORE ROAD, 611",1932,0
"8901 SHORE ROAD, 4E",1962,"400,000"
"40 89TH STREET, 3B",1950,"270,000"
"40 89TH STREET, 4D",1950,"350,000"
"9040 FORT HAMILTON PARKWAY, 2L",1955,"321,000"
"9040 FORT HAMILTON PARKWAY, 5L",1955,0
"9040 FT. HAMILTON PARKWAY, 1L",1955,"225,000"
"9031 FORT HAMILTON PARKWAY, 5L",1927,"308,000"
"9031 FORT HAMILTON PARKWAY, 6J",1927,"245,000"
"9031 FT. HAMILTON PARKWAY, 1C",1927,0
"9031 FT. HAMILTON PARKWAY, 1I",1927,"340,000"
"9031 FT. HAMILTON PARKWAY, 5A",1927,0
"15 OLIVER STREET, 2F",1951,"500,000"
"15 OLIVER STREET, 4D",1951,"497,500"
"15 OLIVER STREET, 6G",1951,"220,000"
"25 OLIVER STREET, 2B",1951,"345,000"
"25 OLIVER STREET, 3F",1951,0
"25 OLIVER STREET, 5F",1951,0
"25 OLIVER, 1C",1951,"200,000"
"35 OLIVER STREET, 5F",1951,0
"9255 SHORE ROAD, 1B",1951,"289,000"
"9255 SHORE ROAD, 5C",1951,"243,000"
"9265 SHORE ROAD, 3A",1951,"299,000"
"9265 SHORE ROAD, 4A",1951,"385,000"
"9265 SHORE ROAD, 6E",1951,"378,000"
"9201 SHORE ROAD, A208",1960,"275,000"
"9201 SHORE ROAD, A507",1960,"350,000"
"9201 SHORE ROAD, A604",1960,0
"9201 SHORE ROAD, A702",1960,0
"9201 SHORE ROAD, A703",1960,"549,000"
"9201 SHORE ROAD, B404",1960,0
"9201 SHORE ROAD, D512",1960,"340,000"
"9201 SHORE ROAD, D705",1960,"307,500"
"9201 SHORE ROAD, D710",1960,"475,000"
"61 OLIVER ST, 3T",1954,"220,000"
"61 OLIVER ST, 5P",1954,"220,000"
"61 OLIVER STREET, 1B",1954,"289,000"
"61 OLIVER STREET, 2B",1954,"264,580"
"61 OLIVER STREET, 2S",1954,"320,000"
"61 OLIVER STREET, 5Y",1954,"326,000"
"9281 SHORE RD, 620",1940,"337,500"
"9281 SHORE ROAD, 105",1940,"461,970"
"9281 SHORE ROAD, 107",1940,"545,000"
"9281 SHORE ROAD, 325",1940,"465,000"
"9281 SHORE ROAD, 423",1940,0
"9281 SHORE ROAD, 427",1940,"499,000"
"9281 SHORE ROAD, 523",1940,0
"9281 SHORE ROAD, 528",1940,0
"26 OLIVER STREET, 5D",1979,"535,000"
"9323 SHORE ROAD, 1M",1961,0
"9323 SHORE ROAD, 6G",1961,"275,000"
"9411 SHORE ROAD, 1K",1960,"283,920"
"9411 SHORE ROAD, 1M",1960,"455,000"
"9411 SHORE ROAD, 3O",1960,"514,000"
"9430 RIDGE BLVD, 4G",1953,"560,000"
"9430 RIDGE BOULEVARD, 3-F",1953,"190,000"
"9437 SHORE ROAD, F8",1940,"392,500"
"9425 SHORE ROAD, 1E",1953,"488,500"
"9425 SHORE ROAD, 3A",1953,"425,000"
"9425 SHORE ROAD, 4D",1953,0
"9425 SHORE ROAD, 5D",1953,"420,000"
"145 95TH STREET, 3B",1931,"349,000"
"145 95TH STREET, 3F",1931,"407,000"
"145 95TH STREET, 7E",1931,"349,000"
"145 95TH STREET, B2",1931,"835,000"
"149 MARINE AVE, 1L",1962,"465,000"
"149 MARINE AVENUE, 2L",1962,"475,000"
"149 MARINE AVENUE, 3H",1962,"230,000"
"149 MARINE AVENUE, 4O",1962,"390,000"
"149 MARINE AVENUE, 6D",1962,"479,325"
"149 MARINE AVENUE, 6E",1962,"525,000"
"302 96TH ST, 1C",1951,"320,000"
"302 96TH STREET, 2R",1951,"255,000"
"302 96TH STREET, 3L",1951,"349,000"
"302 96TH STREET, 3M",1951,"359,000"
"302 96TH STREET, 3T",1951,0
"302 96TH STREET, 6U",1951,"243,000"
"9602 4TH AVE, 1H",1962,"185,000"
"9602 4TH AVENUE, 1H",1962,"390,000"
"9524 FORT HAMILTON PARKWAY, 402",1928,"220,000"
"9524 FORT HAMILTON PKWY, 102",1928,"200,000"
"9524 FT HAMILTON PARKWAY, 310",1928,"305,000"
"9615 SHORE ROAD, 1",1931,0
"9615 SHORE ROAD, 3A",1931,"577,500"
"185 MARINE AVENUE, 2A",1927,"101,000"
"185 MARINE AVENUE, 5G",1927,"310,000"
"351 MARINE AVE, C7",1931,"295,000"
"351 MARINE AVENUE, E7",1931,"305,000"
"9707 4TH AVENUE, 2D",1957,"410,000"
"9707 4TH AVENUE, 2U",1957,"409,000"
"9707 4TH AVENUE, 5M",1957,"430,000"
"9801 SHORE RD, 4L",1957,"215,000"
"9801 SHORE ROAD, 1C",1957,"225,000"
"9801 SHORE ROAD, 1D",1957,"300,000"
"9801 SHORE ROAD, 2O",1957,"310,000"
"9801 SHORE ROAD, 4Q",1957,0
"9801 SHORE ROAD, 5E",1957,"350,000"
"9701 SHORE ROAD, 6B",1935,0
"9701 SHORE ROAD, 6J",1935,0
"9701 SHORE ROAD, 6P",1935,"465,000"
"9902 3RD AVENUE, 5L",1954,"340,000"
"9902 3RD AVENUE, 6Y",1954,0
"106 BATTERY AVENUE, 201",,"332,000"
"106 BATTERY AVENUE, 203",,"480,000"
"336 99TH STREET, 8",,"175,000"
"6833 SHORE ROAD, 3C",1999,"830,000"
"6833 SHORE ROAD, 5D",1999,"1,100,000"
"6833 SHORE ROAD, 6D",1999,"1,175,000"
"52 92ND STREET, 5A",2001,"785,000"
"52 92ND STREET, 6A",2001,"805,000"
"52 92ND ST, 7C",2001,"775,000"
"401 95TH STREET, 2F",2018,0
"115 96TH STREET, 4B",1988,0
"9511 SHORE ROAD, 103",1957,"1,099,000"
"9511 SHORE ROAD, 117",1957,"387,590"
"9511 SHORE ROAD, 303",1957,0
"9511 SHORE ROAD, 505",1957,0
"9511 SHORE ROAD, 505",1957,"849,000"
"9511 SHORE ROAD, 512",1957,"380,250"
"9511 SHORE ROAD, 604",1957,"1,230,000"
"9511 SHORE ROAD, 612",1957,"465,000"
"9935 SHORE ROAD, 7B",2004,"1,745,000"
"9917 SHORE ROAD, 3C",2006,"902,000"
"9917 SHORE ROAD, 5B",2006,"798,000"
"9956 3RD AVENUE, 203",2020,"808,491"
"9956 3RD AVENUE, 203",2020,"830,000"
"9956 3RD AVENUE, 204",2020,"815,457"
"9956 3RD AVENUE, 304",2020,"701,574"
"9956 3RD AVENUE, 403",2020,"754,000"
"9956 3RD AVENUE, 502",2020,"996,867"
"9956 3RD AVENUE, 503",2020,"696,483"
"9956 THIRD AVENUE, 504",2020,"774,000"
"9956 3RD AVENUE, 506",2020,"894,000"
"9956 THIRD AVENUE, 603",2020,"802,890"
"9956 3RD AVENUE, 604",2020,"774,000"
"9956 THIRD AVENUE, 605",2020,"1,073,236"
"9956 3RD AVE, 606",2020,"920,498"
"9956 3RD AVENUE, 805",2020,"1,401,112"
"9907 3RD AVENUE, 3A",2013,"985,000"
"9907 3 AVENUE, 5A",2013,"1,030,000"
"9921 4 AVENUE, L1",1986,"850,000"
"9921 4 AVENUE, L2",1985,"850,000"
"9921 4 AVENUE, 2F",1985,0
"9921 4TH AVENUE, 3C",1985,"750,000"
127 BAY RIDGE AVENUE,1928,0
6801 FOURTH AVENUE,1930,"2,250,000"
7002 3 AVENUE,1931,0
7101 NARROWS AVENUE,1925,0
7520 5 AVENUE,1930,0
509 80TH STREET,1930,0
308 86TH STREET,1925,"1,500,000"
8618 5TH AVENUE,1925,"1,920,000"
9214 3 AVENUE,1926,"835,000"
9406 3 AVENUE,1925,"1,735,000"
9717 3RD AVENUE,1928,0
"231 68TH STREET, 101",,"700,000"
"231 68TH STREET, 103",,"700,000"
"94 BAY RIDGE AVENUE, 2R",1931,"550,000"
"55 DAHLGREN PLACE, 1A",,"545,000"
"76 BATTERY AVENUE, 2A",2001,"685,000"
7111 5 AVENUE,1907,"3,200,000"
237 BAY RIDGE PARKWAY,1930,0
7801 4TH AVENUE,1931,"1,700,000"
247 86TH STREET,1910,"3,400,000"
245 86TH STREET,1910,"3,400,000"
9201 4 AVENUE,1965,"15,560,100"
6530 4 AVENUE,1931,"2,650,000"
7918 3 AVENUE,1931,"2,200,000"
8209 5TH AVE,1921,"1,350,000"
477 86TH STREET,1915,"5,000,000"
403 86TH STREET,1921,0
436 87TH STREET,2002,0
9201 5TH AVENUE,1970,"5,579,000"
8315 4TH AVENUE,1928,"13,850,000"
676 65TH STREET,1931,0
443 OVINGTON AVENUE,1959,"10,250,000"
423 88TH STREET,2008,0
415 88TH STREET,2008,0
317 91ST STREET,,0
311 91ST STREET,,0
416 87TH STREET,1989,0
437 OVINGTON AVENUE,1959,"10,250,000"
364 OVINGTON AVENUE,2015,"1,600,000"
347 74TH STREET,1931,0
"346 91ST STREET, 1A",,"355,000"
"219 68TH STREET, P2",2006,"803,500"
"6833 SHORE ROAD, P7",1999,"830,000"
"6833 SHORE ROAD, P9",1999,"75,000"
"6833 SHORE ROAD, P11",1999,"1,175,000"
"324 77 STREET, P9",,"940,000"
"372A 90TH STREET, P15",2005,0
"346 93RD STREET, P2",2010,"1,300,000"
"401 95TH STREET, P9",2018,0
"115 96TH STREET, 4",,0
"9511 SHORE ROAD, P6",1957,0
"9511 SHORE ROAD, P10",1957,"1,230,000"
"9511 SHORE ROAD, P38",1957,"90,000"
"9718 FT HAMILTON PARKWAY, 6",2003,0
"9718 FT HAMILTON PARKWAY, 44",2003,"700,000"
"442 97TH STREET, 54",,"789,000"
"9917 SHORE ROAD, P12",2006,"902,000"
"9917 SHORE ROAD, P13",2006,"798,000"
"9956 THIRD AVENUE, P1",2020,"774,000"
"9956 3RD AVENUE, P4",2020,"1,401,112"
"9956 3RD AVENUE, P6",2020,"754,000"
"9956 3RD AVENUE, P9",2020,"1,401,112"
"9956 3RD AVENUE, P10",2020,"815,457"
"9956 3RD AVENUE, P17",2020,"808,491"
"9956 3RD AVENUE, P17",2020,"830,000"
"9956 3RD AVENUE, P18",2020,"920,498"
"9956 3RD AVENUE, P23",2020,"894,000"
"9956 THIRD AVENUE, P27",2020,"802,890"
"9956 3RD AVENUE, P28",2020,"65,910"
"9956 THIRD AVENUE, P30",2020,"1,073,236"
"9956 3RD AVENUE, P33",2020,"774,000"
"9907 3 AVENUE, P6",2013,"1,030,000"
"9956 3RD AVENUE, S8",2020,"1,401,112"
1076 LAFAYETTE AVENUE,1899,"1,264,440"
116 MALCOLM X BOULEVARD,1899,"1,310,000"
792 QUINCY STREET,1899,0
703 MONROE STREET,1899,"750,000"
703 MONROE STREET,1899,"1,625,000"
684 MONROE STREET,1899,"960,000"
708 MONROE STREET,1899,"999,000"
714A MONROE STREET,1899,0
114 PATCHEN AVE,1899,"850,000"
724 MADISON STREET,1899,"1,390,000"
730 MADISON STREET,1899,0
455 HANCOCK STREET,1899,"2,100,000"
654 JEFFERSON AVENUE,1901,"1,400,000"
513 MAC DONOUGH STREET,1901,"2,050,000"
371 DECATUR STREET,1899,"1,955,000"
574 MAC DONOUGH STREET,1899,"1,300,000"
378 DECATUR STREET,1899,"1,935,000"
297 BAINBRIDGE STREET,1899,"520,000"
889 HERKIMER STREET,1899,0
30 JEWELL MCKOY LANE,1985,"940,000"
34 ROCHESTER AVENUE,1901,"882,500"
819 BEDFORD AVENUE,1931,"3,100,000"
887 MYRTLE AVENUE,1920,0
887 MYRTLE AVENUE,1920,"1,650,000"
187 SPENCER STREET,1900,0
237 HART STREET,2000,"960,000"
231 HART STREET,2000,"999,999"
229 HART STREET,2000,"925,000"
284 NOSTRAND AVENUE,1899,0
248 LEXINGTON AVENUE,1899,0
355 QUINCY STREET,1899,0
497A QUINCY STREET,1901,0
230 QUINCY ST,1899,"2,650,000"
360 QUINCY STREET,1899,"1,925,000"
360A GATES AVENUE,1899,0
360A GATES AVENUE,1899,0
255 MONROE STREET,1901,"1,710,000"
315 MONROE STREET,1899,"2,100,000"
230 MONROE STREET,1915,"2,225,000"
246 MONROE ST,1915,"1,835,000"
245 MADISON STREET,1910,"2,450,000"
166 MADISON STREET,1901,0
170 MADISON STREET,1910,"1,850,000"
222 MADISON STREET,1910,"2,335,000"
433 PUTNAM AVE,1899,0
452 NOSTRAND AVENUE,1899,10
374 PUTNAM AVENUE,1915,"1,119,000"
321A JEFFERSON AVE,1915,"1,890,000"
403 JEFFERSON AVENUE,1915,"2,240,000"
98 HANCOCK STREET,1901,"2,600,000"
8 ARLINGTON PLACE,1899,0
10 ARLINGTON PLACE,1899,"2,750,000"
7 ARLINGTON PLACE,1899,"4,150,000"
195 MAC DONOUGH STREET,1931,"2,650,000"
1435 FULTON STREET,1910,"1,373,000"
172 MAC DONOUGH STREET,1899,"2,617,500"
483 DEKALB AVENUE,1910,"4,625,000"
120 CLIFTON PLACE,1899,"2,210,000"
367 GREENE AVENUE,1899,"4,240,000"
326 GREENE AVENUE,1910,"1,950,000"
253 GATES AVENUE,1899,"1,450,000"
348 VERNON AVENUE,1899,"1,999,999"
803 WILLOUGHBY AVENUE,1899,"1,124,995"
285A HART STREET,1899,"1,435,000"
385 HART STREET,1987,0
321 PULASKI STREET,1899,0
319 PULASKI STREET,1899,0
303 PULASKI STREET,1899,0
303 PULASKI STREET,1899,0
303 PULASKI STREET,1899,"2,278,000"
297 PULASKI STREET,1899,"1,950,000"
437B PULASKI STREET,1899,0
444 HART STREET,1991,"1,110,000"
446 HART STREET,1991,"1,575,900"
452 HART STREET,1991,10
460 HART STREET,1991,0
460 HART STREET,1991,"1,235,000"
1079 DEKALB AVENUE,1899,"850,000"
1057 DEKALB AVE,1991,0
1036 DEKALB AVENUE,1920,0
456 KOSCIUSKO STREET,1899,"999,000"
592 KOSCIUSZKO STREET,1993,"1,155,000"
204 VAN BUREN STREET,1899,"1,415,000"
735A GREENE AVENUE,1899,0
829A GREENE AVENUE,1899,"2,350,000"
480 VAN BUREN STREET,1899,10
559 LEXINGTON,2002,10
200 LEWIS AVENUE,1899,0
812 GREENE AVENUE,1899,0
747 LEXINGTON AVENUE,2006,0
950A GREENE AVENUE,1899,"2,625,000"
789 LEXINGTON AVE,1899,"1,285,000"
552 LEXINGTON AVENUE,1899,0
220 LEWIS AVENUE,1899,"2,080,000"
222 LEWIS AVENUE,1899,"1,425,000"
572 A LEXINGTON AVENUE,2002,"906,549"
576 LEXINGTON,2002,"1,550,000"
559 QUINCY STREET,2002,0
612 LEXINGTON AVENUE,1990,"980,000"
603 QUINCY STREET,1899,"1,300,000"
610 LEXINGTON AVENUE,1990,"1,050,000"
668 LEXINGTON AVENUE,1899,"235,385"
678 LEXINGTON AVENUE,2002,"1,190,000"
671 QUINCY STREET,2002,"1,495,000"
671 QUINCY STREET,2002,0
755 QUINCY STREET,1905,"2,100,000"
65 PATCHEN AVENUE,1899,"2,300,000"
718 QUINCY ST,1901,0
782 QUINCY STREET,1899,0
826 QUINCY STREET,1899,0
505A MONROE STREET,1899,10
485 MONROE STREET,1901,"2,250,000"
789 MONROE STREET,1899,"2,260,000"
773A MONROE STREET,1899,"1,100,000"
269 LEWIS AVENUE,1899,0
267A LEWIS AVE,1899,"1,900,000"
579 MADISON STREET,1901,0
571 MADISON STREET,1901,"1,790,000"
229 STUYVESANT AVE,1901,"1,150,000"
223 STUYVESANT AVENUE,1901,"1,230,000"
116 PATCHEN AVENUE,1899,"1,100,000"
540 MADISON STREET,1901,"999,500"
639 PUTNAM AVENUE,1899,"500,000"
609 PUTNAM AVENUE,1901,"1,400,000"
600 MADISON STREET,1899,"1,650,000"
775 PUTNAM AVENUE,1899,"85,000"
676 MADISON STREET,2006,"3,255"
748 MADISON STREET,1892,"728,500"
851 PUTNAM AVE,1899,"1,715,000"
563 JEFFERSON AVENUE,1899,0
255 STUYVESANT AVE,1899,"3,300,000"
774 PUTNAM AVENUE,1899,"1,670,000"
693 JEFFERSON AVENUE,1899,0
840 PUTNAM AVENUE,1899,"2,500,000"
741 JEFFERSON AVENUE,1899,"625,000"
723 JEFFERSON AVENUE,1899,0
952 PUTNAM AVENUE,1899,"1,800,000"
